model_name,price
"Lenovo Legion 5 Series 15IMH6 (Intel Core i5 10th Gen 15.6 Inch)","₹27999"
"Lenovo IdeaPad Flex 5 Series 14ALC7 Touch screen (AMD Ryzen5 5000U Series 14 Inch)","₹36699"
"Lenovo Thinkpad L Series L380 Touch Screen (Intel Core i7 8th Gen 13.3 Inch)","₹25399"
"Lenovo Thinkpad T Series T14 Gen 2 (Intel Core i5 11th Gen 14 Inch)","₹32299"
"Lenovo IdeaPad 3 Series 15IAU7 (Intel Core i7 12th Gen 15.6 Inch)","₹51999"
"Lenovo Thinkpad P Series P15 Gen 2i (Intel Core i7 11th Gen 15.6 Inch)","₹37999"
"Lenovo Yoga 7 Series 14IRL8 Touch Screen (Intel Core i5 13th Gen 14 Inch)","₹41699"
"Lenovo Yoga 700 Series 720 13IKB (Intel Core i7 7th Gen 13.3 Inch)","₹19999"
"Lenovo Thinkpad L Series L14 Gen 2 (Intel Core i7 11th Gen 14 Inch)","₹36299"
"Lenovo Thinkpad E Series lenovo e14 gen 2 (Intel Core i7 11th Gen 14 Inch)","₹33999"
"Lenovo IdeaPad Slim 3 Series 15IRH8 (Intel Core i7 13th Gen 15.6 Inch)","₹49999"
"Lenovo ideapad Slim 5 Series 16IRL8 (Intel Core i5 13th Gen 16 Inch)","₹43899"
"Lenovo ideapad Slim 5 Series 14IMH9 (Intel Core Ultra 5 14 Inch)","₹60799"
"Lenovo IdeaPad Slim 3 Series 14IRU8 (Intel Core i3 13th Gen 14 Inch)","₹28299"
"Lenovo IdeaPad 3 Series 15ALC6 ub (AMD Ryzen5 5000U Series 15.6 Inch)","₹25499"
"Lenovo Thinkpad T Series T14s gen 2i (Intel Core i5 11th Gen 14 Inch)","₹28099"
"Lenovo Legion Y500 Series Y540-15IRH-PG0 (Intel Core i7 9th Gen 15.6 Inch)","₹28299"
"Lenovo IdeaPad 1 Series 15ALC7 (AMD Ryzen5 5000U Series 15.6 Inch)","₹30999"
"Lenovo Thinkpad L Series L14 GEN 1 (Intel Core i3 10th Gen 14 Inch)","₹19499"
"Lenovo Lenovo Thinkpad L Series L14 GEN 1 (Intel Core i3 10th Gen 14 Inch)","₹20899"
"Lenovo Thinkpad T Series Thinkpad T14 Gen 2i (Intel Core i5 11th Gen 14 Inch)","₹26999"
"Lenovo Lenovo LOQ Series 15IRH8 (Intel Core i5 12th Gen 15.6 Inch)","₹33999"
"Lenovo Thinkpad E Series E495 (AMD Ryzen5 3000U Series 14 Inch)","₹18999"
"Lenovo ideapad Slim 5 Series 14IAH8 (Intel Core i5 12th Gen 14 Inch)","₹32999"
"Lenovo IdeaPad Slim 3i Series 15IAU7 (Intel Core i3 15.6 Inch)","₹23999"
"Lenovo Thinkpad T Series T14 Gen 1 Touch screen (Intel Core i5 10th Gen 14 Inch)","₹28999"
"Lenovo Thinkpad L Series L490 (Intel Core i5 8th Gen 14 Inch)","₹19499"
"Lenovo Lenovo V Series Lenovo V14-IIL (Intel Core i3 10th Gen 14 Inch)","₹19999"
"Lenovo Thinkpad E Series E14 (Intel Core i5 10th Gen 14 Inch)","₹24999"
"Lenovo Lenovo LOQ Series 15IAX9 (Intel Core i5 12th Gen 15.6 Inch)","₹36499"
"Lenovo Thinkpad L Series L480 (Intel Core i5 8th Gen 14 Inch)","₹15499"
"Lenovo Yoga 9 Series 13IRU8 Touch Screen (Intel Core i7 13th Gen 13.3 Inch)","₹44999"
"Lenovo Thinkpad T Series Thinkpad T14 Gen 2i (Intel Core i7 11th Gen 14 Inch)","₹34999"
"Lenovo Thinkpad T Series thinkpad T490 (Intel Core i5 8th Gen 14 Inch)","₹19999"
"Lenovo Thinkpad E Series E480 (Intel Core i3 8th Gen 14 Inch)","₹12999"
"Lenovo Thinkpad T Series T470 Touch Screen (Intel Core i5 7th Gen 14 Inch)","₹17499"
"Lenovo Thinkpad L Series L14 Gen 2 Touch Screen (Intel Core i7 11th Gen 14 Inch)","₹33999"
"Lenovo Yoga 7 Series 14IRL8 Touch Screen (Intel Core i7 13th Gen 14 Inch)","₹49999"
"Lenovo IdeaPad 3 Series 14IAU7 (Intel Core i5 12th Gen 14 Inch)","₹32999"
"Lenovo IdeaPad 5 Pro Series 16IMH9 (ULTRA 7 16 Inch)","₹99999"
"Lenovo IdeaPad 3 Series 15ITL6 (Intel Core i7 11th Gen 15.6 Inch)","₹39999"
"Lenovo IdeaPad 5 Series ideapd 5 2-in-1 14irh9 1 Touch screen (Intel Core i7 13th Gen 14 Inch)","₹63599"
"Lenovo IdeaPad Slim 3 Series 15IRH8 (Intel Core i5 13th Gen 15.6 Inch)","₹49999"
"Lenovo Lenovo V Series V14 g4 ABP (AMD Ryzen5 7000U Series 14 Inch)","₹29999"
"Lenovo Lenovo V Series V14 G3 IAP 1 (Intel Core i5 12th Gen 14 Inch)","₹33999"
"Lenovo Legion 7 Series 16IAX7 (Intel Core i9 12th Gen 15.6 Inch)","₹49999"
"Lenovo IdeaPad S Series S145-14AST (AMD A4 9th Gen 14 Inch)","₹13999"
"Lenovo IdeaPad Slim 3 Series 15abr8 (AMD Ryzen7 7000U Series 15.6 Inch)","₹29999"
"Lenovo Thinkpad T Series T470p (Intel Core i7 7th Gen 14 Inch)","₹22999"
"Lenovo Legion 5 Series 15ARH05 (AMD Ryzen5 4000H Series 15.6 Inch)","₹28999"
"Lenovo Thinkpad L Series L14 Gen 2 (Intel Core i5 10th Gen 14 Inch)","₹25999"
"Lenovo Yoga Slim 6i Series 14IRP8 (Intel Core i5 13th Gen 14 Inch)","₹57699"
"Lenovo Thinkpad T Series thinkpad T490 (Intel Core i7 8th Gen 14 Inch)","₹21999"
"Lenovo Thinkpad X Series X270 (Intel Core i7 7th Gen 12.5 Inch)","₹22999"
"Lenovo Yoga Slim 7 Pro Series 14IAP7 (Intel Core i7 12th Gen 14 Inch)","₹59999"
"Lenovo ideapad Slim 5 Series 14ABR8 (AMD Ryzen5 7000U Series 14 Inch)","₹26999"
"Lenovo Thinkpad T Series thinkpad T490 (Amd Ryzen5 Pro 3000U Series 14 Inch)","₹24999"
"Lenovo Thinkpad E Series E14 (Intel Core i3 11th Gen 14 Inch)","₹20999"
"Lenovo IdeaPad 3 Series 15ADA05 Ua (AMD Ryzen3 3000U Series 15.6 Inch)","₹24999"
"Lenovo Lenovo V Series V15 G4 AMN (AMD Ryzen5 7000U Series 15.6 Inch)","₹25999"
"Lenovo IdeaPad 5 Series 14ITL05 (Intel Core i5 11th Gen 14 Inch)","₹26799"
"Lenovo ideapad Slim 5 Series 16IAH8 (Intel Core i5 12th Gen 16 Inch)","₹34999"
"Lenovo IdeaPad 3 Series 15ITL6 (Intel Core i5 11th Gen 15.6 Inch)","₹29199"
"Lenovo Lenovo V Series V15-IIL (Intel Core i5 10th Gen 15.6 Inch)","₹29999"
"Lenovo IdeaPad Flex 5 Series 14IAU7 Touch screen (Intel Core i5 12th Gen 14 Inch)","₹34999"
"Lenovo Thinkpad T Series T490 (Touch Screen) (Intel Core i7 8th Gen 14 Inch)","₹23999"
"Lenovo IdeaPad 5 Pro Series 14ITL6 (Intel Core i7 11th Gen 14 Inch)","₹39999"
"Lenovo Lenovo V Series V330-14ARR (AMD Ryzen 3 2000U SERIES 14 Inch)","₹19999"
"Lenovo Yoga 900 Series s940-14IIL (Intel Core i7 10th Gen 14 Inch)","₹35999"
"Lenovo Thinkpad X Series X390 Touch Screen (Intel Core i7 8th Gen 13.3 Inch)","₹23999"
"Lenovo IdeaPad 1 Series 15ADA7 (AMD Ryzen 3 3rd Gen 15.6 Inch)","₹19999"
"Lenovo IdeaPad 1 Series 15IGL7 (Intel Celeron N4020 15.6 Inch)","₹12999"
"Lenovo Lenovo K Series K14 G2 IRU 3 (Intel Core i5 13th Gen 14 Inch)","₹54999"
"Lenovo Lenovo V Series V15 G4 ABP (AMD Ryzen7 7000U Series 15.6 Inch)","₹32999"
"Lenovo IdeaPad 300 Series 330S-14IKB (Intel Core i5 8th Gen 14 Inch)","₹19999"
"Lenovo Lenovo V Series V15 G3 IAP 1 (Intel Core i7 12th Gen 15.6 Inch)","₹41999"
"Lenovo IdeaPad 5 Series 15ALC05 (AMD Ryzen5 5000U Series 15.6 Inch)","₹26999"
"Lenovo IdeaPad S Series S145-14AST (Amd-A6-9225 14 Inch)","₹22999"
"Lenovo IdeaPad 500 Series 530S-14IKB (Intel Core i7 8th Gen 14 Inch)","₹20999"
"Lenovo Yoga 6 Series 13ALC7 Touch Screen (AMD Ryzen7 5000U Series 13.3 Inch)","₹34999"
"Lenovo Lenovo E Series E41-55 (AMD Ryzen3 3000U Series 14 Inch)","₹22999"
"Lenovo IdeaPad Gaming Series Ideapad gaming 3 15IMH05 (Intel Core i5 10th Gen 15.6 Inch)","₹25999"
"Lenovo Lenovo V Series Lenovo V15 G3 IAP (Intel Core i3 12th Gen 15.6 Inch)","₹24999"
"Lenovo IdeaPad S Series S340-14IWL (Intel Core i5 8th Gen 14 Inch)","₹19999"
"Lenovo Lenovo V Series V14 G2 (Intel Core i3 11th Gen 14 Inch)","₹22999"
"Lenovo Thinkpad E Series E14 Gen 3 (AMD Ryzen 7 5th Gen 14 Inch)","₹27999"
"Lenovo IdeaPad 100 Series 130-15AST (AMD A4 9th Gen 15.6 Inch)","₹15999"
"Lenovo IdeaPad 300 Series 320-15ISK (Intel Core i3 6th Gen 15.6 Inch)","₹12999"
"Lenovo Thinkpad T Series T14s gen 2i (Intel Core i7 11th Gen 14 Inch)","₹36999"
"Lenovo Yoga 900 Series 910-13IKB (Touch Screen) (Intel Core i7 7th Gen 13.3 Inch)","₹19999"
"Lenovo IdeaPad Flex 5 Series 14ARE05 Touch screen (AMD Ryzen5 4000U Series 14 Inch)","₹27999"
"Lenovo Legion 5 Series 15ACH6H (AMD Ryzen7 5000H Series 15.6 Inch)","₹29999"
"Lenovo IdeaPad 5 Series 15IIL05 (Intel Core i5 10th Gen 15.6 Inch)","₹26999"
"Lenovo Lenovo V Series V15 G2 ALC Ua (AMD Ryzen5 5000U Series 15.6 Inch)","₹27999"
"Lenovo Thinkpad L Series L490 (Intel Core i3 8th Gen 14 Inch)","₹15999"
"Lenovo IdeaPad Flex 5 Series 14IIL05 Touch Screen (Intel Core i3 10th Gen 14 Inch)","₹20999"
"Lenovo IdeaPad 300 Series IDEAPAD 320-15IKB (Intel Core i7 7th Gen 15.6 Inch)","₹23999"
"Lenovo IdeaPad Gaming Series 3 15IAH7 (Intel Core i5 12th Gen 15.6 Inch)","₹34999"
"Lenovo Thinkpad T Series T590 Touch Screen (Intel Core i7 8th Gen 15.6 Inch)","₹25999"
"Lenovo Lenovo V Series V310-14IKB (Intel Core i3 7th Gen 14 Inch)","₹11999"
"Lenovo IdeaPad 300 Series 330-15IKB (Intel Core i5 8th Gen 15.6 Inch)","₹18999"
"Lenovo IdeaPad 1 Series 14IGL7 (Intel Celeron N4020 14 Inch)","₹13999"
"Lenovo Yoga 6 Series 13ALC7 Touch Screen (AMD Ryzen 5 5th Gen 13.3 Inch)","₹26999"
"Lenovo IdeaPad 3 Series 15ADA05 (AMD Ryzen 5 3500U Series 15.6 Inch)","₹27999"
"Lenovo ideapad Slim 5 Series 14IRL8 (Intel Core i5 13th Gen 14 Inch)","₹52999"
"Lenovo Lenovo V Series V14 G3 IAP (Intel Core i5 12th Gen 14 Inch)","₹34999"
"Lenovo IdeaPad 500 Series 530S-14IKB (Intel Core i5 8th Gen 14 Inch)","₹19999"
"Lenovo IdeaPad S Series s145-15IKB (Intel Core i3 8th Gen 15.6 Inch)","₹14999"
"Lenovo IdeaPad 500 Series 510S-14IKB (Intel Core i5 7th Gen 14 Inch)","₹15999"
"Lenovo IdeaPad Flex 5 Series 14ITL05 TOUCH SCREEN (Intel Core i7 11th Gen 14 Inch)","₹37399"
"Lenovo IdeaPad 3 Series ideapad 3 14ITL6 (Intel Core i5 11th Gen 14 Inch)","₹26099"
"Lenovo IdeaPad 500 Series 510-15IKB (Intel Core i5 7th Gen 15.6 Inch)","₹15999"
"Lenovo IdeaPad 300 Series 330-15ARR (AMD Ryzen 5 2500U 15.6 Inch)","₹17999"
"Lenovo IdeaPad 300 Series 320-15IKB (Intel Core i5 7th Gen 15.6 Inch)","₹19999"
"Lenovo IdeaPad Flex 5 Series 14ALC7 Touch screen (AMD Ryzen7 5000U Series 14 Inch)","₹33999"
"Lenovo IdeaPad 5 Pro Series 16ACH6 (AMD Ryzen7 5000H Series 15.6 Inch)","₹33999"
"Lenovo Legion Y500 Series Y530 15ICH (Intel Core i5 8th Gen 15.6 Inch)","₹18999"
"Lenovo IdeaPad Slim 3 Series 15AMN8 (AMD Ryzen5 7000U Series 15.6 Inch)","₹29999"
"Lenovo IdeaPad S Series S540-14IML (Intel Core i5 10th Gen 14 Inch)","₹25999"
"Lenovo Lenovo V Series V15-ADA (Amd Athlon Silver 15.6 Inch)","₹10999"
"Lenovo Yoga 7 2-in-1 series 14IML9 Touch screen (Intel Core Ultra 5 14 Inch)","₹59999"
"Lenovo IdeaPad S Series S145-15API (AMD Ryzen3 3000U Series 15.6 Inch)","₹23999"
"Lenovo IdeaPad Slim 1 Series 14-ast-05 (AMD A6-9220e REDEON R4 14 Inch)","₹10999"
"Lenovo IdeaPad 3 Series 3 15ITL05 (Intel Core i5 11th Gen 15.6 Inch)","₹25599"
"Lenovo IdeaPad 3 Series 15IML05 U (Intel Core i3 10th Gen 15.6 Inch)","₹19999"
"Lenovo IdeaPad 5 Series 5 14ITL05 (Intel Core i5 11th Gen 14 Inch)","₹25999"
"Lenovo ideapad Slim 5 Series 16IRL8 (Intel Core i7 13th Gen 16 Inch)","₹54999"
"Lenovo ThinkBook Series 15 G4 IAP (Intel Core i5 12th Gen 15.6 Inch)","₹36999"
"Lenovo Thinkpad X1 Series X1 Carbon 6Th (Intel Core i5 8th Gen 14 Inch)","₹23999"
"Lenovo Lenovo E Series E41-55 (Amd Athlon Pro 14 Inch)","₹10999"
"Lenovo IdeaPad Flex 5 Series 14ALC05 Touch screen (AMD Ryzen7 5000U Series 14 Inch)","₹27999"
"Lenovo IdeaPad 300 Series 330S-14IKB U (Intel Core i5 8th Gen 14 Inch)","₹20799"
"Lenovo IdeaPad 3 Series 15IML05 U1 (Intel Core i3 10th Gen 15.6 Inch)","₹21999"
"Lenovo IdeaPad 500 Series 510S-14ISK (Intel Core i7 6th Gen 14 Inch)","₹18999"
"Lenovo Yoga 7 Series 14IAL7 Touch screen (Intel Core i7 12th Gen 14 Inch)","₹44999"
"Lenovo IdeaPad 3 Series 15ADA05 (Amd Athlon Silver 15.6 Inch)","₹13999"
"Lenovo Thinkpad L Series L470 (Intel Core i5 7th Gen 14 Inch)","₹15999"
"Lenovo Thinkpad E Series E14 Gen 4 (Intel Core i5 12th Gen 14 Inch)","₹34999"
"Lenovo IdeaPad 100 Series 130-15IKB (Intel Core i3 7th Gen 15.6 Inch)","₹13999"
"Lenovo Thinkpad L Series L13 (Intel Core i7 10th Gen 13.3 Inch)","₹30999"
"Lenovo Yoga Slim 7 Series 14IIl05 (Intel Core i7 10th Gen 14 Inch)","₹35999"
"Lenovo Thinkpad E Series E490 (Intel Core i7 8th Gen 14 Inch)","₹19999"
"Lenovo ThinkPad Yoga Series 14S YOGA G2 IAP TOUCH SCREEN (Intel Core i7 12th Gen 14 Inch)","₹38099"
"Lenovo IdeaPad 3 Series 14IIL05 UA (Intel Core i3 10th Gen 14 Inch)","₹18999"
"Lenovo IdeaPad 3 Series 15IML05 D (Intel Core i5 10th Gen 15.6 Inch)","₹23999"
"Lenovo IdeaPad S Series S340-14API (AMD Ryzen 5 3500U Series 14 Inch)","₹21999"
"Lenovo IdeaPad Slim 3 Series 15IRU8 (Intel Core i3 13th Gen 15.6 Inch)","₹28999"
"Lenovo Lenovo V Series V15 G4 AMN (AMD Ryzen3 7000U Series 15.6 Inch)","₹16999"
"Lenovo Thinkpad X Series X390 (Intel Core i7 8th Gen 13.3 Inch)","₹19999"
"Lenovo Thinkpad T Series T470 (Intel Core i7 8th Gen 14 Inch)","₹22999"
"Lenovo IdeaPad Flex 5 Series 14IIL05 Touch Screen (Intel Core i5 10th Gen 14 Inch)","₹25999"
"Lenovo IdeaPad 3 Series 15IIL05 U (Intel Core i5 10th Gen 15.6 Inch)","₹26999"
"Lenovo IdeaPad S Series S145-15API (AMD Ryzen5 3000U Series 15.6 Inch)","₹15999"
"Lenovo IdeaPad 3 Series 15IAU7 (Intel Core i5 12th Gen 15.6 Inch)","₹33999"
"Lenovo IdeaPad S Series S340-15IIL (Intel Core i5 10th Gen 15.6 Inch)","₹29999"
"Lenovo Thinkpad T Series T480s (Intel Core i7 8th Gen 14 Inch)","₹22999"
"Lenovo Lenovo V Series V15 G2 ITL UA (Intel Core i3 11th Gen 15.6 Inch)","₹23999"
"Lenovo IdeaPad 1 Series 11IGL05 (Intel Celeron N4020 11 Inch)","₹10999"
"Lenovo IdeaPad Gaming Series 3 15ARH05 (AMD Ryzen7 4000H Series 15.6 Inch)","₹29999"
"Lenovo Yoga 7 Series TOUCH SCREEN - 14ITL5 (Intel Core i7 11th Gen 14 Inch)","₹39999"
"Lenovo IdeaPad 5 Series 5 14ALC05 (AMD Ryzen7 5000U Series 14 Inch)","₹27999"
"Lenovo IdeaPad Flex 5 Series 5 14ITL05 (Intel Core i5 11th Gen 14 Inch)","₹30999"
"Lenovo Thinkpad E Series E14 (Intel Core i7 10th Gen 14 Inch)","₹33999"
"Lenovo IdeaPad S Series S145-14IWL (Intel Pentium 5Th Gen 14 Inch)","₹14999"
"Lenovo IdeaPad 3 Series 3-15IML05 (Intel Pentium Dual Core 15.6 Inch)","₹13999"
"Lenovo IdeaPad 5 Series 15ALC05 (AMD Ryzen7 5000U Series 15.6 Inch)","₹25999"
"Lenovo IdeaPad L Series L340-15IRH (Intel Core i5 9th Gen 15.6 Inch)","₹20999"
"Lenovo IdeaPad 5 Series 15ITL05 Ua (Intel Core i5 11th Gen 15.6 Inch)","₹27999"
"Lenovo Yoga Slim 7 Pro Series 14IHU5 (Intel Core i5 11th Gen 14 Inch)","₹32999"
"Lenovo IdeaPad 3 Series 15ITL05 (Intel Core i3 11th Gen 15.6 Inch)","₹20999"
"Lenovo IdeaPad 3 Series 14IML05 (Intel Core i3 10th Gen 15.6 Inch)","₹18499"
"Lenovo IdeaPad Slim 5i Series IDEAPAD 5 15IAL7 (Intel Core i5 12th Gen 15.6 Inch)","₹39999"
"Lenovo Lenovo Thinkpad T Series T14 GEN 1 Touchscreen (Intel Core i7 10th Gen 14 Inch)","₹33999"
"Lenovo Yoga 700 Series S740-14IIL (Intel Core i7 10th Gen 14 Inch)","₹37999"
"Lenovo Lenovo Thinkpad T Series Thinkpad T14 Gen 2 Touchscreen (Intel Core i5 11th Gen 14 Inch)","₹25999"
"Lenovo IdeaPad S Series s145-15IKB (Intel Core i3 7th Gen 15.6 Inch)","₹11499"
"Lenovo Thinkpad X1 Series Yoga Gen 6 (Intel Core i7 11th Gen 14 Inch)","₹43999"
"Lenovo Thinkpad T Series T495 (Amd Ryzen7 Pro 3000U Series 14 Inch)","₹25999"
"Lenovo IdeaPad 3 Series 14IAU7 (Intel Core i3 12th Gen 14 Inch)","₹23999"
"Lenovo ideapad Slim 5 Series 15ITL05 (Intel Core i5 11th Gen 15.6 Inch)","₹34999"
"Lenovo IdeaPad S Series S540-15IWL D (Intel Core i5 8th Gen 15.6 Inch)","₹19999"
"Lenovo ThinkPad Yoga Series X1 YOGA Gen 6 (Intel Core i7 11th Gen 14 Inch)","₹39999"
"Lenovo IdeaPad 3 Series ideapad 3 14ITL6 (Intel Core i3 11th Gen 14 Inch)","₹20999"
"Lenovo IdeaPad 3 Series 15IIL05 (Intel Core i3 10th Gen 15.6 Inch)","₹16999"
"Lenovo Legion 5 Series 15IMH05 (Intel Core i7 10th Gen 15.6 Inch)","₹31999"
"Lenovo IdeaPad Gaming Series 3 15IHU6D1 (Intel Core i5 11th Gen 15.6 Inch)","₹29999"
"Lenovo Thinkpad T Series T480 (Intel Core i7 8th Gen 14 Inch)","₹21999"
"Lenovo Legion Y500 Series Y540-15IRH-PG0 (Intel Core i5 9th Gen 15.6 Inch)","₹24999"
"Lenovo IdeaPad 3 Series 15IAU7 (Intel Core i3 12th Gen 15.6 Inch)","₹23999"
"Lenovo IdeaPad 5 Series 14ARE05 (AMD Ryzen7 4000U Series 14 Inch)","₹23999"
"Lenovo IdeaPad Flex 5 Series 5 14ITL05 (Intel Core i3 11th Gen 14 Inch)","₹24999"
"Lenovo IdeaPad Slim 3i Series 15AMN8 (AMD Ryzen5 7000U Series 15.6 Inch)","₹26999"
"Lenovo Thinkpad X Series X280 (Intel Core i7 8th Gen 12.5 Inch)","₹21999"
"Lenovo Thinkpad T Series T480 Touch Screen (Intel Core i5 8th Gen 14 Inch)","₹19999"
"Lenovo IdeaPad 3 Series 3 14ITL05 (Intel Core i3 11th Gen 14 Inch)","₹19999"
"Lenovo ThinkBook Series 14 G2 ITL (Intel Core i7 11th Gen 14 Inch)","₹30999"
"Lenovo Thinkpad L Series L390 (Intel Core i7 8th Gen 13.3 Inch)","₹24999"
"Lenovo IdeaPad S Series s145-15IKB (Intel Core i3 7th Gen 15 Inch)","₹19999"
"Lenovo IdeaPad S Series S340-14IIL (Intel Core i5 10th Gen 14 Inch)","₹24999"